prompt_id,prompt,contains_pii,intended_pii,verification_passed,prompt_category,role_context,practice_area_context,pii_findings,pii_count,unique_pii_types,source_entities,entity_count,prompt_length,generated_timestamp,prompt_number
166d0b64-db19-4bf7-9f4c-8833d02191ac,Research bar association committee participation,True,False,False,Legal Professional Query without PII,Attorney,Real Estate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Research bar"", ""start_index"": 0, ""end_index"": 12}, {""pii_type"": ""PERSON_NAME"", ""value"": ""association committee"", ""start_index"": 13, ""end_index"": 34}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Research bar"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""association committee"", ""context"": ""legal_participant""}]",2,48,2025-08-01T10:12:29.917475,283
027c3026-4fe2-4a28-9a83-7a2ba22c468b,Prepare presentation for industry conference,True,False,False,Legal Professional Query without PII,Compliance Officer,Immigration,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Prepare presentation"", ""start_index"": 0, ""end_index"": 20}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for industry"", ""start_index"": 21, ""end_index"": 33}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Prepare presentation"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for industry"", ""context"": ""legal_participant""}]",2,44,2025-08-01T10:12:29.923120,284
38d16511-8891-4fbf-b59d-079f075e03ed,Update case management software,True,False,False,Legal Professional Query without PII,Legal Secretary,Immigration,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update case"", ""start_index"": 0, ""end_index"": 11}, {""pii_type"": ""PERSON_NAME"", ""value"": ""management software"", ""start_index"": 12, ""end_index"": 31}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Update case"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""management software"", ""context"": ""legal_participant""}]",2,31,2025-08-01T10:12:29.919431,285
6a008647-5c74-41da-8098-925109de91c6,Review changes to court rules and procedures,True,False,False,Legal Professional Query without PII,Partner,Healthcare Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review changes"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""to court"", ""start_index"": 15, ""end_index"": 23}, {""pii_type"": ""PERSON_NAME"", ""value"": ""rules and"", ""start_index"": 24, ""end_index"": 33}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review changes"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""to court"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""rules and"", ""context"": ""legal_participant""}]",3,44,2025-08-01T10:12:29.923445,286
c6b216df-7ae4-495e-9be0-bce6fc52cc61,What are the requirements for pro hac vice admission?,True,False,False,Legal Professional Query without PII,Paralegal,Intellectual Property,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""What are"", ""start_index"": 0, ""end_index"": 8}, {""pii_type"": ""PERSON_NAME"", ""value"": ""the requirements"", ""start_index"": 9, ""end_index"": 25}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for pro"", ""start_index"": 26, ""end_index"": 33}, {""pii_type"": ""PERSON_NAME"", ""value"": ""hac vice"", ""start_index"": 34, ""end_index"": 42}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""What are"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""the requirements"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for pro"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""hac vice"", ""context"": ""legal_participant""}]",4,53,2025-08-01T10:12:29.925835,287
d7ca5421-8cf1-48e3-ab1c-6feb960ddf1d,Review video conferencing options for client meetings,True,False,False,Legal Professional Query without PII,Partner,Estate Planning,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review video"", ""start_index"": 0, ""end_index"": 12}, {""pii_type"": ""PERSON_NAME"", ""value"": ""conferencing options"", ""start_index"": 13, ""end_index"": 33}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for client"", ""start_index"": 34, ""end_index"": 44}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review video"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""conferencing options"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for client"", ""context"": ""legal_participant""}]",3,53,2025-08-01T10:12:29.920703,288
efd227d6-e05d-4bdc-8052-b9cce828bb22,Implement peer review process for briefs,True,False,False,Legal Professional Query without PII,Litigation Support,Tax Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Implement peer"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""review process"", ""start_index"": 15, ""end_index"": 29}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for briefs"", ""start_index"": 30, ""end_index"": 40}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Implement peer"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""review process"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for briefs"", ""context"": ""legal_participant""}]",3,40,2025-08-01T10:12:29.925925,289
d5bba4bc-877d-41d2-9978-2ca7227be089,Create templates for routine legal documents,True,False,False,Legal Professional Query without PII,Litigation Support,Real Estate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Create templates"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for routine"", ""start_index"": 17, ""end_index"": 28}, {""pii_type"": ""PERSON_NAME"", ""value"": ""legal documents"", ""start_index"": 29, ""end_index"": 44}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Create templates"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for routine"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""legal documents"", ""context"": ""legal_participant""}]",3,44,2025-08-01T10:12:29.920111,290
887393d3-e9d4-41ba-9c20-e230df19cede,Research AI tools for document review,True,False,False,Legal Professional Query without PII,Partner,Criminal Defense,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Research AI"", ""start_index"": 0, ""end_index"": 11}, {""pii_type"": ""PERSON_NAME"", ""value"": ""tools for"", ""start_index"": 12, ""end_index"": 21}, {""pii_type"": ""PERSON_NAME"", ""value"": ""document review"", ""start_index"": 22, ""end_index"": 37}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Research AI"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""tools for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""document review"", ""context"": ""legal_participant""}]",3,37,2025-08-01T10:12:29.922370,291
7cb8b49d-864b-489a-8d9b-79fda04c57f6,Send case status update to Anna Jackson at marcfletcher@example.net,True,True,True,Legal Professional Query with PII,Attorney,Healthcare Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Send case"", ""start_index"": 0, ""end_index"": 9}, {""pii_type"": ""PERSON_NAME"", ""value"": ""status update"", ""start_index"": 10, ""end_index"": 23}, {""pii_type"": ""PERSON_NAME"", ""value"": ""to Anna"", ""start_index"": 24, ""end_index"": 31}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Jackson at"", ""start_index"": 32, ""end_index"": 42}, {""pii_type"": ""EMAIL"", ""value"": ""marcfletcher@example.net"", ""start_index"": 43, ""end_index"": 67}]",5,"EMAIL, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Send case"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""status update"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""to Anna"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Jackson at"", ""context"": ""legal_participant""}, {""entity_type"": ""contact"", ""entity_value"": ""marcfletcher@example.net"", ""context"": ""communication""}]",5,67,2025-08-01T10:12:29.730791,292
44cfa196-9982-4cb4-b8ee-fa7afa0a1acb,Review expense policies for case costs,True,False,False,Legal Professional Query without PII,Associate,Healthcare Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review expense"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""policies for"", ""start_index"": 15, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""case costs"", ""start_index"": 28, ""end_index"": 38}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review expense"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""policies for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""case costs"", ""context"": ""legal_participant""}]",3,38,2025-08-01T10:12:29.923890,293
13cb97cc-1ff8-4c14-8f80-790b529d6142,What are the filing deadlines for motions to dismiss?,True,False,False,Legal Professional Query without PII,Legal Assistant,Securities Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""What are"", ""start_index"": 0, ""end_index"": 8}, {""pii_type"": ""PERSON_NAME"", ""value"": ""the filing"", ""start_index"": 9, ""end_index"": 19}, {""pii_type"": ""PERSON_NAME"", ""value"": ""deadlines for"", ""start_index"": 20, ""end_index"": 33}, {""pii_type"": ""PERSON_NAME"", ""value"": ""motions to"", ""start_index"": 34, ""end_index"": 44}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""What are"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""the filing"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""deadlines for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""motions to"", ""context"": ""legal_participant""}]",4,53,2025-08-01T10:12:29.912868,294
8eaab416-9662-4ce2-8fbc-4cd9b28e70a8,Conduct annual compliance training,True,False,False,Legal Professional Query without PII,Research Attorney,Tax Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Conduct annual"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""compliance training"", ""start_index"": 15, ""end_index"": 34}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Conduct annual"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""compliance training"", ""context"": ""legal_participant""}]",2,34,2025-08-01T10:12:29.926912,295
0e3bf0c9-a2db-4d35-b8ac-ffb4b40303c4,Review vendor contracts for office services,True,False,False,Legal Professional Query without PII,Partner,Real Estate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review vendor"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""contracts for"", ""start_index"": 14, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""office services"", ""start_index"": 28, ""end_index"": 43}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review vendor"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""contracts for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""office services"", ""context"": ""legal_participant""}]",3,43,2025-08-01T10:12:29.915617,296
88120589-a9e5-4b45-bdd4-b02d449482cb,Review professional liability policies,True,False,False,Legal Professional Query without PII,Research Attorney,Employment Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review professional"", ""start_index"": 0, ""end_index"": 19}, {""pii_type"": ""PERSON_NAME"", ""value"": ""liability policies"", ""start_index"": 20, ""end_index"": 38}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review professional"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""liability policies"", ""context"": ""legal_participant""}]",2,38,2025-08-01T10:12:29.912299,297
16d4fdff-f260-4a26-b025-f0410aa86e33,Prepare joint motion for Joseph Mccullough and co-defendant Jacob Allen,True,True,True,Legal Professional Query with PII,Case Manager,Securities Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Prepare joint"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""motion for"", ""start_index"": 14, ""end_index"": 24}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Joseph Mccullough"", ""start_index"": 25, ""end_index"": 42}, {""pii_type"": ""PERSON_NAME"", ""value"": ""and co"", ""start_index"": 43, ""end_index"": 49}, {""pii_type"": ""PERSON_NAME"", ""value"": ""defendant Jacob"", ""start_index"": 50, ""end_index"": 65}]",5,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Prepare joint"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""motion for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Joseph Mccullough"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""and co"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""defendant Jacob"", ""context"": ""legal_participant""}]",5,71,2025-08-01T10:12:29.749764,298
f4b9a6d8-4e47-471d-b24a-bcf29f399c24,Evaluate new legal research platforms,True,False,False,Legal Professional Query without PII,Case Manager,Tax Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Evaluate new"", ""start_index"": 0, ""end_index"": 12}, {""pii_type"": ""PERSON_NAME"", ""value"": ""legal research"", ""start_index"": 13, ""end_index"": 27}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Evaluate new"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""legal research"", ""context"": ""legal_participant""}]",2,37,2025-08-01T10:12:29.916238,299
3099d7f6-4e5a-4b0e-93cc-fa78e094675d,How do we structure contingency fee agreements?,True,False,False,Legal Professional Query without PII,Compliance Officer,Family Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""How do"", ""start_index"": 0, ""end_index"": 6}, {""pii_type"": ""PERSON_NAME"", ""value"": ""we structure"", ""start_index"": 7, ""end_index"": 19}, {""pii_type"": ""PERSON_NAME"", ""value"": ""contingency fee"", ""start_index"": 20, ""end_index"": 35}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""How do"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""we structure"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""contingency fee"", ""context"": ""legal_participant""}]",3,47,2025-08-01T10:12:29.918420,300
f608f37b-c6f6-4c51-9278-db82e9289e9d,Send case status update to Christine Farrell at hannah03@example.com,True,True,True,Legal Professional Query with PII,Legal Secretary,Bankruptcy,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Send case"", ""start_index"": 0, ""end_index"": 9}, {""pii_type"": ""PERSON_NAME"", ""value"": ""status update"", ""start_index"": 10, ""end_index"": 23}, {""pii_type"": ""PERSON_NAME"", ""value"": ""to Christine"", ""start_index"": 24, ""end_index"": 36}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Farrell at"", ""start_index"": 37, ""end_index"": 47}, {""pii_type"": ""EMAIL"", ""value"": ""hannah03@example.com"", ""start_index"": 48, ""end_index"": 68}]",5,"EMAIL, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Send case"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""status update"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""to Christine"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Farrell at"", ""context"": ""legal_participant""}, {""entity_type"": ""contact"", ""entity_value"": ""hannah03@example.com"", ""context"": ""communication""}]",5,68,2025-08-01T10:12:29.890746,301
80592bd0-df94-4be7-97af-0e28c9b77e59,Implement new billing code structure,True,False,False,Legal Professional Query without PII,Case Manager,Personal Injury,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Implement new"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""billing code"", ""start_index"": 14, ""end_index"": 26}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Implement new"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""billing code"", ""context"": ""legal_participant""}]",2,36,2025-08-01T10:12:29.922660,302
b6af49df-070f-48c2-ba4e-832fe582eba2,Review billing dispute for case CV-2023-6369,True,True,True,Legal Professional Query with PII,Legal Assistant,Estate Planning,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review billing"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""dispute for"", ""start_index"": 15, ""end_index"": 26}, {""pii_type"": ""PERSON_NAME"", ""value"": ""case CV"", ""start_index"": 27, ""end_index"": 34}, {""pii_type"": ""CASE_NUMBER"", ""value"": ""CV-2023-6369"", ""start_index"": 32, ""end_index"": 44}]",4,"PERSON_NAME, CASE_NUMBER","[{""entity_type"": ""person"", ""entity_value"": ""Review billing"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""dispute for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""case CV"", ""context"": ""legal_participant""}, {""entity_type"": ""case"", ""entity_value"": ""CV-2023-6369"", ""context"": ""legal_case""}]",4,44,2025-08-01T10:12:29.747832,303
7207fa0d-55e8-4c69-8276-2d24dd4b31a3,Update conflict of interest procedures,True,False,False,Legal Professional Query without PII,Legal Secretary,Real Estate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update conflict"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""of interest"", ""start_index"": 16, ""end_index"": 27}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Update conflict"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""of interest"", ""context"": ""legal_participant""}]",2,38,2025-08-01T10:12:29.912217,304
a91e25a1-5484-4865-a0bf-b13cd32063af,Generate invoice for Anthony Gould - 94 hours at $776.00/hour,True,True,True,Legal Professional Query with PII,Case Manager,Intellectual Property,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Generate invoice"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Anthony"", ""start_index"": 17, ""end_index"": 28}, {""pii_type"": ""PERSON_NAME"", ""value"": ""hours at"", ""start_index"": 40, ""end_index"": 48}, {""pii_type"": ""ADDRESS"", ""value"": ""94 hours at"", ""start_index"": 37, ""end_index"": 48}, {""pii_type"": ""BILLING_RATE"", ""value"": ""$776.00"", ""start_index"": 49, ""end_index"": 56}, {""pii_type"": ""SETTLEMENT_AMOUNT"", ""value"": ""$776.00"", ""start_index"": 49, ""end_index"": 56}]",6,"ADDRESS, PERSON_NAME, SETTLEMENT_AMOUNT, BILLING_RATE","[{""entity_type"": ""person"", ""entity_value"": ""Generate invoice"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Anthony"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""hours at"", ""context"": ""legal_participant""}]",3,61,2025-08-01T10:12:29.766662,305
36fcc6bf-38f4-4819-86fe-88d34489e42c,Research ethical guidelines for client communications,True,False,False,Legal Professional Query without PII,Partner,Immigration,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Research ethical"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""guidelines for"", ""start_index"": 17, ""end_index"": 31}, {""pii_type"": ""PERSON_NAME"", ""value"": ""client communications"", ""start_index"": 32, ""end_index"": 53}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Research ethical"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""guidelines for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""client communications"", ""context"": ""legal_participant""}]",3,53,2025-08-01T10:12:29.923956,306
4447ceab-84ef-4324-8c1b-4157ec9f9c54,"Counter-offer $930,159.00 in case CV-2022-1169",True,True,True,Legal Professional Query with PII,Litigation Support,Personal Injury,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""in case"", ""start_index"": 26, ""end_index"": 33}, {""pii_type"": ""ADDRESS"", ""value"": ""00 in case"", ""start_index"": 23, ""end_index"": 33}, {""pii_type"": ""CASE_NUMBER"", ""value"": ""CV-2022-1169"", ""start_index"": 34, ""end_index"": 46}, {""pii_type"": ""SETTLEMENT_AMOUNT"", ""value"": ""$930,159.00"", ""start_index"": 14, ""end_index"": 25}]",4,"ADDRESS, PERSON_NAME, CASE_NUMBER, SETTLEMENT_AMOUNT","[{""entity_type"": ""person"", ""entity_value"": ""in case"", ""context"": ""legal_participant""}, {""entity_type"": ""case"", ""entity_value"": ""CV-2022-1169"", ""context"": ""legal_case""}]",2,46,2025-08-01T10:12:29.626920,307
4ddb1b36-272c-4588-84a2-576c1fc905f8,"Process address change for Melissa Lutz to 9125 Shannon Springs Suite 289, Port Tammy, NE 66412",True,True,True,Legal Professional Query with PII,Research Attorney,Intellectual Property,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Process address"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""change for"", ""start_index"": 16, ""end_index"": 26}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Melissa Lutz"", ""start_index"": 27, ""end_index"": 39}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Shannon Springs"", ""start_index"": 48, ""end_index"": 63}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Port Tammy"", ""start_index"": 75, ""end_index"": 85}, {""pii_type"": ""ADDRESS"", ""value"": ""9125 Shannon Springs"", ""start_index"": 43, ""end_index"": 63}, {""pii_type"": ""ZIP_CODE"", ""value"": ""66412"", ""start_index"": 90, ""end_index"": 95}]",7,"ADDRESS, PERSON_NAME, ZIP_CODE","[{""entity_type"": ""person"", ""entity_value"": ""Process address"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""change for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Melissa Lutz"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Shannon Springs"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Port Tammy"", ""context"": ""legal_participant""}]",5,95,2025-08-01T10:12:29.628118,308
11813a48-5f61-4696-b30e-86586af8a1a0,Develop client feedback collection system,True,False,False,Legal Professional Query without PII,Case Manager,Corporate Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Develop client"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""feedback collection"", ""start_index"": 15, ""end_index"": 34}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Develop client"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""feedback collection"", ""context"": ""legal_participant""}]",2,41,2025-08-01T10:12:29.919788,309
e4184c38-4059-4846-bf17-bb76b7be51df,"Present settlement offer of $275,687.00 to Haley Larson",True,True,True,Legal Professional Query with PII,Compliance Officer,Bankruptcy,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Present settlement"", ""start_index"": 0, ""end_index"": 18}, {""pii_type"": ""PERSON_NAME"", ""value"": ""offer of"", ""start_index"": 19, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""to Haley"", ""start_index"": 40, ""end_index"": 48}, {""pii_type"": ""ADDRESS"", ""value"": ""00 to Haley"", ""start_index"": 37, ""end_index"": 48}, {""pii_type"": ""SETTLEMENT_AMOUNT"", ""value"": ""$275,687.00"", ""start_index"": 28, ""end_index"": 39}]",5,"ADDRESS, PERSON_NAME, SETTLEMENT_AMOUNT","[{""entity_type"": ""person"", ""entity_value"": ""Present settlement"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""offer of"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""to Haley"", ""context"": ""legal_participant""}]",3,55,2025-08-01T10:12:29.801787,310
56abf2f1-43d8-4870-b81d-baa1c8120a8e,"Present settlement offer of $968,442.00 to Jesus Thomas",True,True,True,Legal Professional Query with PII,Litigation Support,Bankruptcy,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Present settlement"", ""start_index"": 0, ""end_index"": 18}, {""pii_type"": ""PERSON_NAME"", ""value"": ""offer of"", ""start_index"": 19, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""to Jesus"", ""start_index"": 40, ""end_index"": 48}, {""pii_type"": ""ADDRESS"", ""value"": ""00 to Jesus"", ""start_index"": 37, ""end_index"": 48}, {""pii_type"": ""SETTLEMENT_AMOUNT"", ""value"": ""$968,442.00"", ""start_index"": 28, ""end_index"": 39}]",5,"ADDRESS, PERSON_NAME, SETTLEMENT_AMOUNT","[{""entity_type"": ""person"", ""entity_value"": ""Present settlement"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""offer of"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""to Jesus"", ""context"": ""legal_participant""}]",3,55,2025-08-01T10:12:29.619687,311
d9b59f84-edc3-41c3-adea-2d2d086c405f,Contact opposing counsel Karl Branch regarding discovery,True,True,True,Legal Professional Query with PII,Associate,Employment Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Contact opposing"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""counsel Karl"", ""start_index"": 17, ""end_index"": 29}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Branch regarding"", ""start_index"": 30, ""end_index"": 46}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Contact opposing"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""counsel Karl"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Branch regarding"", ""context"": ""legal_participant""}]",3,56,2025-08-01T10:12:29.634744,312
e60d9941-3fc6-4e14-90b0-34fdd057358d,Review billing dispute for case CV-2023-6655,True,True,True,Legal Professional Query with PII,Compliance Officer,Tax Law,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review billing"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""dispute for"", ""start_index"": 15, ""end_index"": 26}, {""pii_type"": ""PERSON_NAME"", ""value"": ""case CV"", ""start_index"": 27, ""end_index"": 34}, {""pii_type"": ""CASE_NUMBER"", ""value"": ""CV-2023-6655"", ""start_index"": 32, ""end_index"": 44}]",4,"PERSON_NAME, CASE_NUMBER","[{""entity_type"": ""person"", ""entity_value"": ""Review billing"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""dispute for"", ""context"": ""legal_participant""}, {""entity_type"": ""person"", ""entity_value"": ""case CV"", ""context"": ""legal_participant""}, {""entity_type"": ""case"", ""entity_value"": ""CV-2023-6655"", ""context"": ""legal_case""}]",4,44,2025-08-01T10:12:29.814762,313
