prompt_id,prompt,contains_pii,intended_pii,verification_passed,prompt_category,role_context,grade_level_context,pii_findings,pii_count,unique_pii_types,source_entities,entity_count,prompt_length,generated_timestamp,prompt_number
07456bbf-bc9a-4552-92a5-6d16d6c95130,Develop criteria for gifted education program,True,False,False,Educational Professional Query without PII,Curriculum Coordinator,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Develop criteria"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for gifted"", ""start_index"": 17, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""education program"", ""start_index"": 28, ""end_index"": 45}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Develop criteria"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for gifted"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""education program"", ""context"": ""educational_participant""}]",3,45,2025-08-01T10:28:07.364136,58
aa6418c5-84d0-4b15-8486-07a5a34b21df,Coordinate special education services for Mary Roach with Carrie Martin,True,True,True,Educational Professional Query with PII,Curriculum Coordinator,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Coordinate special"", ""start_index"": 0, ""end_index"": 18}, {""pii_type"": ""PERSON_NAME"", ""value"": ""education services"", ""start_index"": 19, ""end_index"": 37}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Mary"", ""start_index"": 38, ""end_index"": 46}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Roach with"", ""start_index"": 47, ""end_index"": 57}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Carrie Martin"", ""start_index"": 58, ""end_index"": 71}]",5,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Coordinate special"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""education services"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Mary"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Roach with"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Carrie Martin"", ""context"": ""educational_participant""}]",5,71,2025-08-01T10:28:07.335387,59
7ea7ae96-fac3-4c8f-95cf-23f1417d3af7,Design online learning best practices guide,True,False,False,Educational Professional Query without PII,Curriculum Coordinator,Elementary (K-5),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Design online"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""learning best"", ""start_index"": 14, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""practices guide"", ""start_index"": 28, ""end_index"": 43}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Design online"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""learning best"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""practices guide"", ""context"": ""educational_participant""}]",3,43,2025-08-01T10:28:07.367848,60
5d56019c-c395-45ac-88c8-2153bdc261b4,Submit accommodation request for Tiffany Rivera (ID: STU886243) for State Testing,True,True,True,Educational Professional Query with PII,Vice Principal,Middle School (6-8),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Submit accommodation"", ""start_index"": 0, ""end_index"": 20}, {""pii_type"": ""PERSON_NAME"", ""value"": ""request for"", ""start_index"": 21, ""end_index"": 32}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Tiffany Rivera"", ""start_index"": 33, ""end_index"": 47}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for State"", ""start_index"": 64, ""end_index"": 73}, {""pii_type"": ""STUDENT_ID"", ""value"": ""STU886243"", ""start_index"": 53, ""end_index"": 62}]",5,"STUDENT_ID, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Submit accommodation"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""request for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Tiffany Rivera"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for State"", ""context"": ""educational_participant""}, {""entity_type"": ""student"", ""entity_value"": ""STU886243"", ""context"": ""student_record""}]",5,81,2025-08-01T10:28:07.232928,61
8bf5caed-d904-4887-977b-03b33c243b45,Update contact information for Eric Collins (Student ID: STU822155),True,True,True,Educational Professional Query with PII,Principal,Elementary (K-5),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update contact"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""information for"", ""start_index"": 15, ""end_index"": 30}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Eric Collins"", ""start_index"": 31, ""end_index"": 43}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Student ID"", ""start_index"": 45, ""end_index"": 55}, {""pii_type"": ""STUDENT_ID"", ""value"": ""STU822155"", ""start_index"": 57, ""end_index"": 66}]",5,"STUDENT_ID, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Update contact"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""information for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Eric Collins"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Student ID"", ""context"": ""educational_participant""}, {""entity_type"": ""student"", ""entity_value"": ""STU822155"", ""context"": ""student_record""}]",5,67,2025-08-01T10:28:06.956413,62
73131038-b2df-4075-9b8f-abe952377d88,Assign Charles Garner to teach Clinical Practice in Spring,True,True,True,Educational Professional Query with PII,Principal,High School (9-12),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Assign Charles"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Garner to"", ""start_index"": 15, ""end_index"": 24}, {""pii_type"": ""PERSON_NAME"", ""value"": ""teach Clinical"", ""start_index"": 25, ""end_index"": 39}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Practice in"", ""start_index"": 40, ""end_index"": 51}, {""pii_type"": ""SEMESTER"", ""value"": ""Spring"", ""start_index"": 52, ""end_index"": 58}]",5,"SEMESTER, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Assign Charles"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Garner to"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""teach Clinical"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Practice in"", ""context"": ""educational_participant""}]",4,58,2025-08-01T10:28:06.957424,63
07ab7770-5672-4b4c-98e3-cb62fe24fcd4,Send home assignment details to morganamanda@example.com for Jessica Watts,True,True,True,Educational Professional Query with PII,Academic Advisor,Elementary (K-5),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Send home"", ""start_index"": 0, ""end_index"": 9}, {""pii_type"": ""PERSON_NAME"", ""value"": ""assignment details"", ""start_index"": 10, ""end_index"": 28}, {""pii_type"": ""PERSON_NAME"", ""value"": ""to morganamanda"", ""start_index"": 29, ""end_index"": 44}, {""pii_type"": ""PERSON_NAME"", ""value"": ""com for"", ""start_index"": 53, ""end_index"": 60}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Jessica Watts"", ""start_index"": 61, ""end_index"": 74}, {""pii_type"": ""EMAIL"", ""value"": ""morganamanda@example.com"", ""start_index"": 32, ""end_index"": 56}]",6,"EMAIL, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Send home"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""assignment details"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""to morganamanda"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""com for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Jessica Watts"", ""context"": ""educational_participant""}, {""entity_type"": ""contact"", ""entity_value"": ""morganamanda@example.com"", ""context"": ""communication""}]",6,74,2025-08-01T10:28:07.008813,64
1168a8a6-a63c-40a2-966f-3fcb00d388e6,Review ACT scores for Brian White: 63%,True,True,True,Educational Professional Query with PII,Vice Principal,Middle School (6-8),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review ACT"", ""start_index"": 0, ""end_index"": 10}, {""pii_type"": ""PERSON_NAME"", ""value"": ""scores for"", ""start_index"": 11, ""end_index"": 21}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Brian White"", ""start_index"": 22, ""end_index"": 33}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review ACT"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""scores for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Brian White"", ""context"": ""educational_participant""}]",3,38,2025-08-01T10:28:07.195961,65
715055a7-80d0-417a-8998-762552021cb0,Plan fundraising events for school programs,True,False,False,Educational Professional Query without PII,Academic Advisor,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Plan fundraising"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""events for"", ""start_index"": 17, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""school programs"", ""start_index"": 28, ""end_index"": 43}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Plan fundraising"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""events for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""school programs"", ""context"": ""educational_participant""}]",3,43,2025-08-01T10:28:07.371499,66
78165ccb-b64f-4030-8f9b-c12b845f1ba6,Update disciplinary record for Jimmy Lee regarding Behavioral Issue,True,True,True,Educational Professional Query with PII,Vice Principal,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update disciplinary"", ""start_index"": 0, ""end_index"": 19}, {""pii_type"": ""PERSON_NAME"", ""value"": ""record for"", ""start_index"": 20, ""end_index"": 30}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Jimmy Lee"", ""start_index"": 31, ""end_index"": 40}, {""pii_type"": ""PERSON_NAME"", ""value"": ""regarding Behavioral"", ""start_index"": 41, ""end_index"": 61}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Update disciplinary"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""record for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Jimmy Lee"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""regarding Behavioral"", ""context"": ""educational_participant""}]",4,67,2025-08-01T10:28:07.290675,67
cb26a809-f429-43f5-91d1-8e0b27e7a6bd,Generate emergency contact list including Wanda Jefferson (+1-508-564-0355x3380) for Victoria Garcia,True,True,True,Educational Professional Query with PII,Registrar,High School (9-12),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Generate emergency"", ""start_index"": 0, ""end_index"": 18}, {""pii_type"": ""PERSON_NAME"", ""value"": ""contact list"", ""start_index"": 19, ""end_index"": 31}, {""pii_type"": ""PERSON_NAME"", ""value"": ""including Wanda"", ""start_index"": 32, ""end_index"": 47}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Victoria"", ""start_index"": 81, ""end_index"": 93}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Generate emergency"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""contact list"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""including Wanda"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Victoria"", ""context"": ""educational_participant""}]",4,100,2025-08-01T10:28:06.935240,68
9412ba0f-da1d-4dab-94c5-f266b1420898,Schedule speech therapy session for Taylor Pittman with Amy Lang,True,True,True,Educational Professional Query with PII,Curriculum Coordinator,Elementary (K-5),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Schedule speech"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""therapy session"", ""start_index"": 16, ""end_index"": 31}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Taylor"", ""start_index"": 32, ""end_index"": 42}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Pittman with"", ""start_index"": 43, ""end_index"": 55}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Amy Lang"", ""start_index"": 56, ""end_index"": 64}]",5,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Schedule speech"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""therapy session"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Taylor"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Pittman with"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Amy Lang"", ""context"": ""educational_participant""}]",5,64,2025-08-01T10:28:06.930236,69
dda3c3cc-1314-42bf-80bf-5c255db8e038,Update data privacy policies for student information,True,False,False,Educational Professional Query without PII,Teacher,Middle School (6-8),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update data"", ""start_index"": 0, ""end_index"": 11}, {""pii_type"": ""PERSON_NAME"", ""value"": ""privacy policies"", ""start_index"": 12, ""end_index"": 28}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for student"", ""start_index"": 29, ""end_index"": 40}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Update data"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""privacy policies"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for student"", ""context"": ""educational_participant""}]",3,52,2025-08-01T10:28:07.365309,70
aba0c8b7-e87f-44c1-97b9-9eb966e46b77,Review feedback from parent-teacher conferences,True,False,False,Educational Professional Query without PII,Special Education Coordinator,Graduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review feedback"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""from parent"", ""start_index"": 16, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""teacher conferences"", ""start_index"": 28, ""end_index"": 47}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review feedback"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""from parent"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""teacher conferences"", ""context"": ""educational_participant""}]",3,47,2025-08-01T10:28:07.357616,71
52630028-2dd2-48c0-b6da-387584d62148,Grant system access to Kathleen Mora (Teacher ID: TCH39504) for Mathematics,True,True,True,Educational Professional Query with PII,Curriculum Coordinator,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Grant system"", ""start_index"": 0, ""end_index"": 12}, {""pii_type"": ""PERSON_NAME"", ""value"": ""access to"", ""start_index"": 13, ""end_index"": 22}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Kathleen Mora"", ""start_index"": 23, ""end_index"": 36}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Teacher ID"", ""start_index"": 38, ""end_index"": 48}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Mathematics"", ""start_index"": 60, ""end_index"": 75}, {""pii_type"": ""TEACHER_ID"", ""value"": ""TCH39504"", ""start_index"": 50, ""end_index"": 58}]",6,"TEACHER_ID, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Grant system"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""access to"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Kathleen Mora"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Teacher ID"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Mathematics"", ""context"": ""educational_participant""}]",5,75,2025-08-01T10:28:06.931184,72
619b62e2-65f2-41d4-8851-a77cb066526e,Plan data analysis training for teachers,True,False,False,Educational Professional Query without PII,Academic Advisor,Middle School (6-8),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Plan data"", ""start_index"": 0, ""end_index"": 9}, {""pii_type"": ""PERSON_NAME"", ""value"": ""analysis training"", ""start_index"": 10, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for teachers"", ""start_index"": 28, ""end_index"": 40}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Plan data"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""analysis training"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for teachers"", ""context"": ""educational_participant""}]",3,40,2025-08-01T10:28:07.369796,73
bf74a9a9-ffc0-4f69-9ae1-40d239adb171,Analyze school-wide assessment data trends,True,False,False,Educational Professional Query without PII,Counselor,Graduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Analyze school"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""wide assessment"", ""start_index"": 15, ""end_index"": 30}, {""pii_type"": ""PERSON_NAME"", ""value"": ""data trends"", ""start_index"": 31, ""end_index"": 42}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Analyze school"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""wide assessment"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""data trends"", ""context"": ""educational_participant""}]",3,42,2025-08-01T10:28:07.366103,74
dc3abd2a-62cc-4c09-b731-ff7d04f3fca5,Create assessment accommodation procedures,True,False,False,Educational Professional Query without PII,Principal,Graduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Create assessment"", ""start_index"": 0, ""end_index"": 17}, {""pii_type"": ""PERSON_NAME"", ""value"": ""accommodation procedures"", ""start_index"": 18, ""end_index"": 42}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Create assessment"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""accommodation procedures"", ""context"": ""educational_participant""}]",2,42,2025-08-01T10:28:07.365010,75
71026c76-edd8-4e5c-8468-619514e9a1fd,"Organize meeting between Seth Medina DVM, Cody Wheeler, and Alyssa Brown",True,True,True,Educational Professional Query with PII,Curriculum Coordinator,High School (9-12),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Organize meeting"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""between Seth"", ""start_index"": 17, ""end_index"": 29}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Medina DVM"", ""start_index"": 30, ""end_index"": 40}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Cody Wheeler"", ""start_index"": 42, ""end_index"": 54}, {""pii_type"": ""PERSON_NAME"", ""value"": ""and Alyssa"", ""start_index"": 56, ""end_index"": 66}]",5,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Organize meeting"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""between Seth"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Medina DVM"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Cody Wheeler"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""and Alyssa"", ""context"": ""educational_participant""}]",5,72,2025-08-01T10:28:07.255748,76
55639141-1b63-49e6-82f7-1fc9c2662ffd,Implement new student information system,True,False,False,Educational Professional Query without PII,Curriculum Coordinator,High School (9-12),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Implement new"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""student information"", ""start_index"": 14, ""end_index"": 33}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Implement new"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""student information"", ""context"": ""educational_participant""}]",2,40,2025-08-01T10:28:07.368061,77
6bedefb2-c1fd-4d6d-a77d-cdcba3edc79c,Update scholarship information for Gary Hess with 2.86 GPA,True,True,True,Educational Professional Query with PII,Curriculum Coordinator,High School (9-12),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update scholarship"", ""start_index"": 0, ""end_index"": 18}, {""pii_type"": ""PERSON_NAME"", ""value"": ""information for"", ""start_index"": 19, ""end_index"": 34}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Gary Hess"", ""start_index"": 35, ""end_index"": 44}, {""pii_type"": ""GPA"", ""value"": ""2.86"", ""start_index"": 50, ""end_index"": 54}]",4,"GPA, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Update scholarship"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""information for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Gary Hess"", ""context"": ""educational_participant""}]",3,58,2025-08-01T10:28:07.082919,78
c556f034-b177-4184-a3d2-e30b26994648,Reset password for Taylor Salinas (Student ID: STU132590) in learning management system,True,True,True,Educational Professional Query with PII,Teacher,Middle School (6-8),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Reset password"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Taylor"", ""start_index"": 15, ""end_index"": 25}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Student ID"", ""start_index"": 35, ""end_index"": 45}, {""pii_type"": ""PERSON_NAME"", ""value"": ""in learning"", ""start_index"": 58, ""end_index"": 69}, {""pii_type"": ""PERSON_NAME"", ""value"": ""management system"", ""start_index"": 70, ""end_index"": 87}, {""pii_type"": ""STUDENT_ID"", ""value"": ""STU132590"", ""start_index"": 47, ""end_index"": 56}]",6,"STUDENT_ID, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Reset password"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Taylor"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Student ID"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""in learning"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""management system"", ""context"": ""educational_participant""}, {""entity_type"": ""student"", ""entity_value"": ""STU132590"", ""context"": ""student_record""}]",6,87,2025-08-01T10:28:07.041476,79
f8a8b40f-1bc0-45f0-af7c-4fd67bb0ede3,Coordinate with Matthew Morris regarding Robert Chambers's accommodations,True,True,True,Educational Professional Query with PII,Department Head,Middle School (6-8),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Coordinate with"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Matthew Morris"", ""start_index"": 16, ""end_index"": 30}, {""pii_type"": ""PERSON_NAME"", ""value"": ""regarding Robert"", ""start_index"": 31, ""end_index"": 47}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Coordinate with"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Matthew Morris"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""regarding Robert"", ""context"": ""educational_participant""}]",3,73,2025-08-01T10:28:07.133840,80
7ffcb3fe-2359-4443-bae6-1863a5448d55,"Update student records for Kenneth Graham with new address: Unit 0392 Box 3555, DPO AP 00709",True,True,True,Educational Professional Query with PII,Principal,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update student"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""records for"", ""start_index"": 15, ""end_index"": 26}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Kenneth Graham"", ""start_index"": 27, ""end_index"": 41}, {""pii_type"": ""PERSON_NAME"", ""value"": ""with new"", ""start_index"": 42, ""end_index"": 50}, {""pii_type"": ""PERSON_NAME"", ""value"": ""DPO AP"", ""start_index"": 80, ""end_index"": 86}, {""pii_type"": ""ADDRESS"", ""value"": ""0392 Box 3555"", ""start_index"": 65, ""end_index"": 78}, {""pii_type"": ""ZIP_CODE"", ""value"": ""00709"", ""start_index"": 87, ""end_index"": 92}]",7,"ADDRESS, ZIP_CODE, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Update student"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""records for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Kenneth Graham"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""with new"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""DPO AP"", ""context"": ""educational_participant""}]",5,92,2025-08-01T10:28:06.969761,81
0819fa99-60db-457b-9152-13e82cb4dc34,Develop mental health resources for students,True,False,False,Educational Professional Query without PII,Registrar,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Develop mental"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""health resources"", ""start_index"": 15, ""end_index"": 31}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for students"", ""start_index"": 32, ""end_index"": 44}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Develop mental"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""health resources"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for students"", ""context"": ""educational_participant""}]",3,44,2025-08-01T10:28:07.372104,82
2d61ea88-fba7-48b9-afdd-77cdac600af0,Coordinate special education services for Clinton Brown with James Kim,True,True,True,Educational Professional Query with PII,Vice Principal,Graduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Coordinate special"", ""start_index"": 0, ""end_index"": 18}, {""pii_type"": ""PERSON_NAME"", ""value"": ""education services"", ""start_index"": 19, ""end_index"": 37}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Clinton"", ""start_index"": 38, ""end_index"": 49}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Brown with"", ""start_index"": 50, ""end_index"": 60}, {""pii_type"": ""PERSON_NAME"", ""value"": ""James Kim"", ""start_index"": 61, ""end_index"": 70}]",5,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Coordinate special"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""education services"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Clinton"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Brown with"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""James Kim"", ""context"": ""educational_participant""}]",5,70,2025-08-01T10:28:07.216536,83
