prompt_id,prompt,contains_pii,verified_pii,prompt_type,source_patient_id,num_patients,final_index
pii_0217,Process discharges for Miranda White (MRN: MRN-398304) and Leslie Smith (MRN: MRN-140123),True,True,with_pii,"['197634e5-054b-4fbb-bad8-66baf252f8f9', '7621a043-6962-4b67-b454-d6fa8c72ab40']",2,219
nopii_0020,What are the updated Joint Commission safety goals?,False,True,without_pii,[],0,220
nopii_0099,What clinical trials are currently recruiting participants?,False,False,without_pii,[],0,221
nopii_0374,What preventive care services should we offer in the community?,False,False,without_pii,[],0,222
pii_0203,Send appointment reminders to Mitchell Mccormick (mitchell.mccormick@yahoo.com) and Deanna Wilson (deannawilson@hotmail.com),True,True,with_pii,"['7001f96f-bd1e-4745-9c07-81096060f8dd', '2f87455b-3f01-4323-82de-709f2415a4d5']",2,223
pii_0014,Verify insurance coverage for David Griffin (Insurance ID: INS-8766942),True,True,with_pii,['fb1215ff-e82c-4285-91f0-1e849924d064'],1,224
pii_0121,Schedule a follow-up appointment for Rebecca Thomas (Phone: +1-839-741-6674x078) in Endocrinology,True,True,with_pii,['6172c44c-636b-4f16-868d-45545725b6c5'],1,225
pii_0072,Schedule a follow-up appointment for Nicholas Medina (Phone: 001-977-295-0146) in Gastroenterology,True,True,with_pii,['6a52cfdc-558f-4562-9646-71ac35013e0b'],1,226
pii_0109,Generate medical certificate for Daniel Kelly (SSN: 846-34-8733) for work absence,True,True,with_pii,['661e551e-a1fe-4bfa-8557-b73f94bd54a7'],1,227
pii_0187,Email roym@hotmail.com about Douglas Aguilar's medication Carboplatin side effects,True,True,with_pii,['cd04c001-56a3-4ccc-893c-9cc6668b28da'],1,228
nopii_0043,What cybersecurity measures are needed for patient data?,False,False,without_pii,[],0,229
nopii_0463,Develop competency assessments for critical care nurses,False,False,without_pii,[],0,230
nopii_0403,What are the top causes of medication errors in our facility?,False,False,without_pii,[],0,231
nopii_0054,How can we improve evidence-based practice implementation?,False,False,without_pii,[],0,232
pii_0175,Transfer records for Alexandra Myers from Dennismouth University Hospital to another facility,True,True,with_pii,['917f61b3-66a4-472a-997e-53d1b87ad896'],1,233
pii_0363,Contact emergency contacts: Lawrence Winters for Daniel Pearson and Brenda James for Jerry Valenzuela,True,True,with_pii,"['15c33fae-fce1-46a1-96fb-9a22e2b6ef5d', 'b88cddde-3f20-46c2-b1b8-8d65406f64d6']",2,234
nopii_0275,What are the updated Joint Commission safety goals?,False,True,without_pii,[],0,235
pii_0441,Schedule group therapy session for Nicole Taylor (373.912.6881x2282) and Christopher Williams (205.669.4211x87490),True,True,with_pii,"['c971d849-e3fb-4c48-9cf1-16dcc4b03ad1', '9dc8400c-5eaa-490e-805c-0fd33532c7ce']",2,236
nopii_0182,How do we ensure compliance with controlled substance regulations?,False,False,without_pii,[],0,237
nopii_0135,Review patient satisfaction scores for nursing staff,False,False,without_pii,[],0,238
pii_0258,Send consultation request to Dr. Dr. Jo Smith for patient Catherine Martin,True,True,with_pii,['994fe7dc-4733-4442-87de-1e994b349a3f'],1,239
pii_0154,Rush blood work for Melissa Sampson (MRN: MRN-863481) due to Warfarin reaction,True,True,with_pii,['640b7b85-353d-4edc-969b-deb1e9a7f5e0'],1,240
nopii_0353,Design workshops on cultural competency in healthcare,False,False,without_pii,[],0,241
pii_0460,Include patients Jose Butler (Mixed) and Elizabeth Holden (African American) in diabetes study,True,True,with_pii,"['a24ea6f1-3fc3-4402-80c8-7d7a1d9cf5e8', '8905c183-8ef1-46c1-9d8c-65d112825d71']",2,242
nopii_0131,What emergency preparedness plans do we need for natural disasters?,False,False,without_pii,[],0,243
pii_0439,"Process billing for Aaron Jones (Insurance: UnitedHealthcare, ID: INS-9115789)",True,True,with_pii,['d8718196-093c-4582-837d-f82ef0a4be8a'],1,244
nopii_0296,How can we participate in national quality improvement initiatives?,False,False,without_pii,[],0,245
nopii_0347,What quality metrics must be reported to CMS?,False,False,without_pii,[],0,246
pii_0176,Compare blood work results for Virginia Martin (Blood Type: AB-) and Kathryn Newman (Blood Type: O+),True,True,with_pii,"['8cc7c35b-acbe-4e4d-aa4b-771757020933', '555df8c6-a2f8-4dea-8b22-eb8d9a0bd63d']",2,247
pii_0067,"Review allergy list for Emily Stewart: ['Peanuts', 'Peanuts'] before dispensing Azithromycin",True,True,with_pii,['a8cee611-604f-49c2-9711-48184ed65164'],1,248
nopii_0303,Review incident reports for falls prevention strategies,False,False,without_pii,[],0,249
pii_0312,"Update the address for patient Jeffery Berry to 790 Melanie Landing, Travisshire, VI 36510",True,True,with_pii,['411920f6-d056-4199-b728-ddc20f5e8b47'],1,250
nopii_0451,Review incident reports for falls prevention strategies,False,False,without_pii,[],0,251
pii_0213,Process discharges for Kiara Collins (MRN: MRN-834891) and Daniel Lopez (MRN: MRN-584903),True,True,with_pii,"['07f4fee5-2c82-489f-bd9c-fbb0d1f16485', 'd985084a-5bb4-42ae-bef2-7f33e906705d']",2,252
pii_0319,Pull the medical history for patient Bill Mcfarland (SSN: 816-70-4833),True,True,with_pii,['641816b7-bf2b-43b4-a2e9-e52738491ecc'],1,253
pii_0103,Document patient satisfaction for Steven Brown (Email: steven.brown@icloud.com),True,True,with_pii,['5cb85aed-f5f6-4c97-aefb-63b11b049863'],1,254
nopii_0081,How can we support healthy lifestyle initiatives in the community?,False,False,without_pii,[],0,255
nopii_0389,What continuing education is required for medical assistants?,False,False,without_pii,[],0,256
nopii_0413,What staffing ratios are required for different units?,False,False,without_pii,[],0,257
nopii_0388,What documentation is required for controlled substance prescriptions?,False,False,without_pii,[],0,258
pii_0192,Analyze treatment outcomes for Aaron Rubio with G20 and Phenytoin,True,True,with_pii,['2c3aacdc-aed5-4a46-8bde-005b5d8babd7'],1,259
nopii_0039,How do we balance research activities with clinical care?,False,False,without_pii,[],0,260
pii_0112,Call emergency contact Courtney Mcclain at 776-308-4958x80395 for Christina Crawford,True,True,with_pii,['d277ab64-1927-43a7-9f2e-37e7c4fcbb84'],1,261
pii_0462,Schedule a follow-up appointment for Kari Meyers (Phone: 001-969-321-0530) in Oncology,True,True,with_pii,['fe77457f-0d88-45de-9e16-448fc682fc1a'],1,262
pii_0173,Refill authorization needed for Kaitlin Wright (Phone: 001-932-436-5199x41013) for Ibuprofen,True,True,with_pii,['7a5d7c82-86c5-447c-851a-00393803dcee'],1,263
nopii_0096,Create educational materials for patient medication compliance,False,False,without_pii,[],0,264
nopii_0069,Analyze readmission rates across all departments this quarter,False,False,without_pii,[],0,265
nopii_0141,How do we ensure compliance with controlled substance regulations?,False,False,without_pii,[],0,266
pii_0145,Contact Kayla Garcia at kayla.garcia@outlook.com about their upcoming procedure,True,True,with_pii,['539eceb1-6f78-40aa-9263-aba24715fe03'],1,267
pii_0401,Schedule group therapy session for Robert Tucker (+1-972-224-0299x0155) and Sarah White ((633)449-2277x7085),True,True,with_pii,"['5430c8c3-b780-406a-82ca-68d5b033ee83', '85856e65-58e8-45c1-bc13-67ef5d853afc']",2,268
nopii_0462,How can we improve vaccination rates in our service area?,False,False,without_pii,[],0,269
nopii_0018,What are the top causes of medication errors in our facility?,False,False,without_pii,[],0,270
pii_0355,Send consultation request to Dr. Dr. Stephen Lambert for patient Christopher Williams,True,True,with_pii,['9dc8400c-5eaa-490e-805c-0fd33532c7ce'],1,271
pii_0457,Review allergy list for Jessica Price: None before dispensing Ibuprofen,True,True,with_pii,['e4cb0f8d-0d3a-4465-9702-bc808466d7f3'],1,272
nopii_0489,Review requirements for clinical trial documentation,False,False,without_pii,[],0,273
pii_0352,"Analyze demographics: Patricia Jones (Age: 48, Native American) vs David Duran (Age: 46, Hispanic/Latino)",True,True,with_pii,"['c9a62c37-3507-4c5d-8b62-f5b693423b4f', 'fcf56188-d32e-4dcd-83bc-9478dd6ac7b8']",2,274
pii_0367,Review similar cases: Matthew Smith (Age: 62) and Timothy Bell (Age: 19) both with E78.5,True,True,with_pii,"['02cb42d1-da4a-4d0b-918e-e31bb35d8adb', '02f92c9c-b5b2-446a-a55f-6b6d9917a013']",2,275
nopii_0398,What quality metrics must be reported to CMS?,False,False,without_pii,[],0,276
pii_0447,Generate medical certificate for David Figueroa (SSN: 062-18-6137) for work absence,True,True,with_pii,['1452e130-9ea8-4fe3-be59-034bc1dadb7d'],1,277
pii_0071,Compare Internal Medicine and Oncology outcomes for Charles Nielsen and Jill Brown,True,True,with_pii,"['1515e388-6334-4aac-9dba-bdd3635eeb7f', '2ea9ef6c-4905-4b93-890a-83b4b639529e']",2,278
pii_0311,Review quality metrics for Timothy Alvarado's care in North Katherinebury University Hospital,True,True,with_pii,['d6bca712-6ecc-4931-af70-5d018da03d88'],1,279
nopii_0277,Review requirements for clinical trial documentation,False,False,without_pii,[],0,280
nopii_0014,What equipment maintenance schedules should we follow?,False,False,without_pii,[],0,281
pii_0315,Review allergy list for Janice Roberts: None before dispensing Levetiracetam,True,True,with_pii,['85ef875e-2675-4363-ae50-f96e776094f6'],1,282
nopii_0201,How do we ensure compliance with controlled substance regulations?,False,False,without_pii,[],0,283
pii_0436,What medications should we prescribe for Elizabeth Smith with diagnosis K59.00?,True,True,with_pii,['f0678d81-590d-423b-b390-1c466ec480b2'],1,284
nopii_0035,Review infection control policies for the cardiology department,False,False,without_pii,[],0,285
nopii_0050,What outcomes research would benefit our patient population?,False,False,without_pii,[],0,286
pii_0126,Assess treatment compliance for Christopher Martin and Craig Robertson on similar medications,True,True,with_pii,"['6c1f0650-b517-472d-b779-7643becac08c', 'f422dc84-aaee-4f08-bf69-05680d79c20f']",2,287
pii_0323,Schedule group therapy session for Matthew Parker (757.279.0833) and Taylor Welch (970.205.4119x986),True,True,with_pii,"['70a6b5fc-a03c-47ff-8f0d-c7bc80c8b083', '692e07b6-0b2f-4d5c-b00b-5d5fb89f72f3']",2,288
pii_0377,Review lab results for Jessica Edwards (MRN: MRN-799216) regarding Carboplatin treatment,True,True,with_pii,['4b4ac13a-b003-4c52-8605-0b82eab1b5d1'],1,289
nopii_0444,What partnerships would improve access to care for underserved populations?,False,False,without_pii,[],0,290
pii_0249,Immediate consultation needed for John Cruz (Phone: 249-715-3218x0113) in North Bernard University Hospital,True,True,with_pii,['8e3898b3-3833-45b8-af6e-8679b306604b'],1,291
pii_0404,Compare Gastroenterology and Orthopedics outcomes for Gabriel Little and Joseph King,True,True,with_pii,"['e4e5eec5-9aa4-43a9-8026-0562f8cc0912', 'ef7e1940-f568-4574-93ca-aeb6f486a251']",2,292
nopii_0293,What outcomes research would benefit our patient population?,False,False,without_pii,[],0,293
pii_0422,"Process billing for Christopher Martin (Insurance: Cigna, ID: INS-4944744)",True,True,with_pii,['6c1f0650-b517-472d-b779-7643becac08c'],1,294
pii_0029,"Update the address for patient Mark Monroe to 55862 Griffin Plains Apt. 603, South Joshuashire, AK 31690",True,True,with_pii,['0f8fcbaf-603e-4b14-86df-c9c798594e28'],1,295
nopii_0150,What continuing education is required for medical assistants?,False,False,without_pii,[],0,296
pii_0498,Analyze treatment outcomes for Carl Harvey with E03.9 and Pioglitazone,True,True,with_pii,['5763c5c0-1934-449c-81b6-69c67f6c945f'],1,297
nopii_0418,What are the requirements for Joint Commission accreditation?,False,True,without_pii,[],0,298
pii_0055,Assess treatment compliance for Danielle Gonzalez and Joseph Clark on similar medications,True,True,with_pii,"['1947ea42-310d-49d1-bc41-3a2a1b67f7bb', '74fd33d1-84f2-4d0f-b947-4bfacdd0b4d4']",2,299
pii_0276,Review the treatment plan for patient Jeff Guzman (MRN: MRN-458619),True,True,with_pii,['ef6768c4-dd51-4387-b04f-9a10d82d6041'],1,300
pii_0375,Review care coordination between Dr. Beth Duarte for Joan Hall and Dr. Maria Brown for Patrick Dunn,True,True,with_pii,"['d355441e-3e3f-4b1e-8292-95fd947ab584', 'be3e1402-2008-4d4c-b379-85dffa59607b']",2,301
nopii_0153,What cybersecurity measures are needed for patient data?,False,False,without_pii,[],0,302
nopii_0183,What staffing ratios are required for different units?,False,False,without_pii,[],0,303
nopii_0229,What mobile health applications should we recommend?,False,False,without_pii,[],0,304
pii_0268,Send appointment reminders to Laura Henderson (laura.henderson542@hotmail.com) and Gregory Vasquez (gregory.vasquez@outlook.com),True,True,with_pii,"['b92da22b-21df-406f-8a0b-3c3336d8393a', '974e8f83-d5d9-4385-abb2-4cbc9c794cdb']",2,305
pii_0185,"Update the address for patient Brenda Hall to 40620 Robert Fields, West Kimberly, DE 34816",True,True,with_pii,['36e36bc9-52bd-4d4d-b44c-d663ba7b0a7f'],1,306
pii_0342,Assess treatment compliance for Thomas Brown and Caroline Collins on similar medications,True,True,with_pii,"['499b1189-6033-46a1-a3ad-6424feb9fe3b', '8feff87b-79d5-4e9f-b846-0474927c5ea7']",2,307
pii_0143,Schedule surgery for Amy Martinez (MRN: MRN-475125) with Dr. Dr. Yolanda Marks,True,True,with_pii,['606462ae-a068-4570-a4ff-3d41eb4b3bd8'],1,308
pii_0123,Analyze treatment outcomes for Alan Montoya with R06.02 and Atropine,True,True,with_pii,['bdf070aa-f0b5-456b-b82c-9074afd5dea5'],1,309
nopii_0492,How can we implement telemedicine services effectively?,False,False,without_pii,[],0,310
nopii_0437,How can we improve vaccination rates in our service area?,False,False,without_pii,[],0,311
nopii_0350,How should we address social determinants of health in our programs?,False,False,without_pii,[],0,312
pii_0168,Schedule a follow-up appointment for Danielle Johnson (Phone: -911) in Gastroenterology,True,True,with_pii,['1c11f735-dc71-4d96-8c0f-d195c17af08a'],1,313
nopii_0107,Optimize scheduling efficiency for the radiology department,False,False,without_pii,[],0,314
nopii_0336,How can we improve evidence-based practice implementation?,False,False,without_pii,[],0,315
pii_0403,Update insurance information for Brandy Weaver with Humana (ID: INS-2759055),True,True,with_pii,['cf3a9723-5ea0-4503-bd7a-774e74c9c3ad'],1,316
pii_0289,Review the treatment plan for patient Julie Payne (MRN: MRN-954084),True,True,with_pii,['c907460e-5993-44c6-ab78-8de21b80effc'],1,317
pii_0450,Schedule a follow-up appointment for Brian Dickerson (Phone: (252)917-5250) in Pediatrics,True,True,with_pii,['19d9d0b5-a962-4996-abbe-3b5a4d15f7d8'],1,318
pii_0166,Review quality metrics for Debra Davidson's care in South Robert Community Hospital,True,True,with_pii,['3c9b7cd1-983e-4d3b-b176-6ffc05fbd075'],1,319
pii_0035,Schedule surgery for Danielle Rodriguez (MRN: MRN-853300) with Dr. Dr. Beth Jackson,True,True,with_pii,['0e93a664-164a-434c-abe1-bb09cc153371'],1,320
nopii_0459,What features should our new patient portal include?,False,False,without_pii,[],0,321
nopii_0461,How can we implement telemedicine services effectively?,False,False,without_pii,[],0,322
pii_0044,Check drug interactions for Nicole Brooks with current medication Gabapentin,True,True,with_pii,['8a87ba3e-9ef8-4f0f-8fb4-fa80eda8baed'],1,323
nopii_0138,How can we reduce average length of stay in the ICU?,False,False,without_pii,[],0,324
pii_0254,Send consultation request to Dr. Dr. Chad Davis for patient Laura Roach,True,True,with_pii,['c425d020-4389-4f66-9780-29e939d00762'],1,325
nopii_0270,How should we prioritize capital equipment requests?,False,False,without_pii,[],0,326
pii_0167,Emergency admission for Heather Miller (Blood Type: AB-) to Radiology,True,True,with_pii,['b7a6c7a0-f25e-4916-8f68-b1697f7b96f4'],1,327
pii_0237,Transfer records for Laurie Mullen from North Cherylborough Regional Hospital to another facility,True,True,with_pii,['677862ae-6ea9-433d-b3eb-145cc5de66d6'],1,328
nopii_0092,How do we balance research activities with clinical care?,False,False,without_pii,[],0,329
nopii_0157,How should we address social determinants of health in our programs?,False,False,without_pii,[],0,330
pii_0445,Process family admission: Diane Fox (SSN: 223-94-1265) and John Hill (SSN: 725-09-4741),True,True,with_pii,"['91ae3d4c-6659-4d83-920b-725b17871810', '94b22af0-9080-4121-be41-bb815e452956']",2,331
nopii_0299,What emergency preparedness plans do we need for natural disasters?,False,False,without_pii,[],0,332
pii_0215,Document patient satisfaction for Julie Yoder (Email: julie.yoder797@outlook.com),True,True,with_pii,['58df3df6-3b74-4d05-a3fa-72650d19364d'],1,333
nopii_0076,Optimize scheduling efficiency for the radiology department,False,False,without_pii,[],0,334
nopii_0168,How should we structure our institutional review board?,False,False,without_pii,[],0,335
pii_0417,Review shared insurance coverage for Anthony Hernandez and Karen Jordan under UnitedHealthcare,True,True,with_pii,"['b540baba-1b46-4088-9bc3-f1403f36f300', '97f3d71d-5ef7-4904-b1d9-44800caf0144']",2,336
pii_0137,Call emergency contact Richard Rangel at 876-531-9198 for Jose Watson,True,True,with_pii,['b59e67cc-2c92-4826-8615-330cc4596b6d'],1,337
nopii_0283,How should we structure our institutional review board?,False,False,without_pii,[],0,338
nopii_0102,Optimize scheduling efficiency for the radiology department,False,False,without_pii,[],0,339
nopii_0049,Review incident reports for falls prevention strategies,False,False,without_pii,[],0,340
nopii_0015,What biomarkers show promise for early disease detection?,False,False,without_pii,[],0,341
nopii_0109,Optimize scheduling efficiency for the radiology department,False,False,without_pii,[],0,342
pii_0424,Access the emergency contact Rebecca Reyes ((866)230-9329x98199) for patient Karen Campbell,True,True,with_pii,['ae991937-0846-4aa4-bfa4-cfdd01c31adc'],1,343
pii_0337,What medications should we prescribe for Jamie Leon with diagnosis E03.9?,True,True,with_pii,['d9662bc6-48b6-436f-a6d9-ec3a546b5498'],1,344
pii_0130,Prepare discharge instructions for Jamie Johnson (Blood Type: B+),True,True,with_pii,['b1ade82a-d05c-478d-b54f-184e57390b03'],1,345
pii_0433,Schedule a follow-up appointment for Cindy Baker (Phone: 001-994-816-8006x1027) in Psychiatry,True,True,with_pii,['b0d18df1-484f-4db9-b50b-9f519f310fff'],1,346
pii_0398,Contact emergency contacts: Erin Jimenez for Annette Sanders and Kenneth Jones for Gilbert Gutierrez,True,True,with_pii,"['801d9f3c-6c56-4894-a3da-32e85e45c883', 'aecf1445-1a0f-476e-8c30-bb021636244e']",2,347
pii_0198,Refill authorization needed for Amanda Bowers (Phone: -9966) for Prednisone,True,True,with_pii,['8d34dd83-7462-4fb5-86e1-9fd7390e9f57'],1,348
pii_0257,Verify prescription for Scott Jefferson (MRN: MRN-117853): Diphenhydramine,True,True,with_pii,['f6a314dd-9f5b-4f6a-9b0b-a4805a6acdf8'],1,349
pii_0088,Generate medical certificate for Andrew Carlson (SSN: 682-51-1875) for work absence,True,True,with_pii,['496ff6e3-0495-461f-9080-810858904829'],1,350
nopii_0195,How can artificial intelligence improve diagnostic accuracy?,False,False,without_pii,[],0,351
nopii_0279,What partnerships would enhance our research capabilities?,False,False,without_pii,[],0,352
pii_0497,Compare Pulmonology and Gastroenterology outcomes for Selena Wallace and Emma Franklin,True,True,with_pii,"['95e81a39-4411-4459-aa79-27f88649c4c3', '22a2a2f8-c048-46a0-bb49-0e519e46ddef']",2,353
nopii_0163,How do we ensure compliance with controlled substance regulations?,False,False,without_pii,[],0,354
nopii_0115,What equipment maintenance schedules should we follow?,False,False,without_pii,[],0,355
pii_0389,Update insurance information for Karen Mayer with Kaiser Permanente (ID: INS-4656244),True,True,with_pii,['448a441e-7caf-469b-a08a-6208ebec8b0a'],1,356
pii_0469,Review the treatment plan for patient Danielle Johnson (MRN: MRN-437568),True,True,with_pii,['31fb6b84-f3be-428f-a7d1-66ec8e5fe3a5'],1,357
nopii_0310,How can we improve evidence-based practice implementation?,False,False,without_pii,[],0,358
nopii_0191,Analyze trends in hospital-acquired infections,False,False,without_pii,[],0,359
pii_0037,Review care coordination between Dr. Margaret Carr for Melody Andrews and Dr. Jacob Garza for Joshua Phelps,True,True,with_pii,"['8326c2dd-e4d4-49e7-ace8-c3d1e0b43a73', '2fb9950b-a190-4a44-a888-7521845c10ea']",2,360
nopii_0120,What emergency preparedness plans do we need for natural disasters?,False,False,without_pii,[],0,361
nopii_0208,Design workshops on cultural competency in healthcare,False,False,without_pii,[],0,362
pii_0061,Refill authorization needed for Alison Warren (Phone: +1-357-813-1984x4496) for Metformin,True,True,with_pii,['b4347dd9-baf0-407c-af97-6fda80f703ad'],1,363
nopii_0449,What continuing education is required for medical assistants?,False,False,without_pii,[],0,364
nopii_0064,What outcomes research would benefit our patient population?,False,False,without_pii,[],0,365
pii_0164,Review the treatment plan for patient Thomas Brown (MRN: MRN-431045),True,True,with_pii,['499b1189-6033-46a1-a3ad-6424feb9fe3b'],1,366
nopii_0477,How can we implement telemedicine services effectively?,False,False,without_pii,[],0,367
pii_0485,Review lab results for Amanda Bowers (MRN: MRN-329242) regarding Prednisone treatment,True,True,with_pii,['8d34dd83-7462-4fb5-86e1-9fd7390e9f57'],1,368
nopii_0206,What outcomes research would benefit our patient population?,False,False,without_pii,[],0,369
nopii_0266,Review Medicare documentation requirements for billing,False,True,without_pii,[],0,370
nopii_0282,What infection control measures are mandated by state health department?,False,False,without_pii,[],0,371
nopii_0066,What are the medication dosage guidelines for elderly patients?,False,False,without_pii,[],0,372
pii_0244,Compare Neurology and Orthopedics outcomes for Cindy Haynes and Michael Dominguez,True,True,with_pii,"['9e44e98c-b359-490e-b030-9aaf85ea16e0', '2d8d3701-54dc-4efa-97d5-936c5455223c']",2,373
pii_0272,Review lab results for Julie Nolan (MRN: MRN-534010) regarding Doxorubicin treatment,True,True,with_pii,['912855ef-46dc-44fd-9336-f98bcf252200'],1,374
nopii_0368,Develop competency assessments for critical care nurses,False,False,without_pii,[],0,375
pii_0371,Review shared insurance coverage for Allen Yates and Cassandra Perez under Medicaid,True,True,with_pii,"['4dff80fc-3450-4da6-aa2a-6ffe92989be4', 'facc2e35-35b6-4692-a528-759d218acc31']",2,376
pii_0250,Pull the medical history for patient Jamie Leon (SSN: 875-80-4786),True,True,with_pii,['d9662bc6-48b6-436f-a6d9-ec3a546b5498'],1,377
pii_0308,Review similar cases: Tracy Browning (Age: 85) and Tammy Palmer (Age: 52) both with F43.10,True,True,with_pii,"['2451e5a4-11d0-49b2-a699-cd99a847bce7', '889654b2-ce92-4059-95ab-7cd271b905c8']",2,378
nopii_0290,What mobile health applications should we recommend?,False,False,without_pii,[],0,379
pii_0009,Review quality metrics for Wendy Atkins's care in Nunezberg Specialty Center,True,True,with_pii,['613f50db-e5aa-4c5a-bbe7-52062ce62f9f'],1,380
pii_0015,Create referral letter for John Montgomery to Pulmonology specialist,True,True,with_pii,['1ca48caf-59c1-4fcc-b5fe-9cc4c1204784'],1,381
nopii_0140,How do we balance research activities with clinical care?,False,False,without_pii,[],0,382
pii_0235,Send appointment reminders to Julie Payne (julie.payne294@aol.com) and Taylor Zavala (tzavala@gmail.com),True,True,with_pii,"['c907460e-5993-44c6-ab78-8de21b80effc', 'd3a65f0c-eb07-4653-af87-8674adc1e2f7']",2,383
pii_0456,Request second opinion for Andrew Carlson (Age: 29) regarding E66.9,True,True,with_pii,['496ff6e3-0495-461f-9080-810858904829'],1,384
pii_0419,Review care coordination between Dr. Kara Mcdonald for Carol Gonzalez and Dr. Andrew Nelson for Samantha Garner,True,True,with_pii,"['c6410765-3855-464e-9896-788895b70a31', 'e177105f-6b42-43f7-92cd-2f4414ed228b']",2,385
nopii_0260,Review requirements for clinical trial documentation,False,False,without_pii,[],0,386
nopii_0110,What are the best practices for patient discharge planning?,False,False,without_pii,[],0,387
nopii_0139,How can we participate in national quality improvement initiatives?,False,False,without_pii,[],0,388
pii_0028,Document Douglas Aguilar's emergency contact as Michael Ballard (Other Family),True,True,with_pii,['cd04c001-56a3-4ccc-893c-9cc6668b28da'],1,389
nopii_0224,How should we structure our institutional review board?,False,False,without_pii,[],0,390
nopii_0185,What quality metrics must be reported to CMS?,False,False,without_pii,[],0,391
pii_0310,Review care coordination between Dr. Beth Duarte for Joan Hall and Dr. Kimberly Moore for Rebecca Moreno,True,True,with_pii,"['d355441e-3e3f-4b1e-8292-95fd947ab584', 'a675bb7b-51cd-4d87-b76a-6a9bdfdbb3e2']",2,392
nopii_0121,How can we participate in national quality improvement initiatives?,False,False,without_pii,[],0,393
pii_0229,Send appointment reminders to Katherine Lane (katherinelane@hotmail.com) and Victoria Brown (victoriabrown@outlook.com),True,True,with_pii,"['66e1ed47-d834-42c2-be77-8b4248767087', '2f10ba36-6bbf-448f-ac9f-9936de666672']",2,394
nopii_0289,What are the updated Joint Commission safety goals?,False,True,without_pii,[],0,395
nopii_0341,Review Medicare documentation requirements for billing,False,True,without_pii,[],0,396
nopii_0331,What health education programs would benefit local schools?,False,False,without_pii,[],0,397
pii_0089,What medications should we prescribe for Nicole Brock with diagnosis Z12.31?,True,True,with_pii,['c9877c38-43f7-40d6-ada1-49db0d2c55f1'],1,398
pii_0024,Assess treatment compliance for Lori Fields and Christopher Robertson on similar medications,True,True,with_pii,"['38f344d1-1e02-4d08-9361-55708d09d751', '0485742a-6d22-413c-a56d-f639edd9636e']",2,399
pii_0446,Update insurance information for Albert Adams with Medicaid (ID: INS-8972523),True,True,with_pii,['cef66a14-6fdc-421b-9b2c-0eb7f75c0751'],1,400
nopii_0181,How can we reduce average length of stay in the ICU?,False,False,without_pii,[],0,401
pii_0052,Send appointment reminders to Michael Dominguez (michaeldominguez@icloud.com) and Michael Shaw (michael137@yahoo.com),True,True,with_pii,"['2d8d3701-54dc-4efa-97d5-936c5455223c', '2687743e-2ed0-469f-b049-ec0b6ac54227']",2,402
pii_0136,Pull the medical history for patient Albert Adams (SSN: 239-29-4245),True,True,with_pii,['cef66a14-6fdc-421b-9b2c-0eb7f75c0751'],1,403
pii_0150,Schedule a follow-up appointment for Michele Harmon (Phone: (261)938-2687) in Neurology,True,True,with_pii,['2aae11d3-4184-4e37-8282-a0c6c886878d'],1,404
nopii_0225,Design workshops on cultural competency in healthcare,False,False,without_pii,[],0,405
pii_0115,Compare Oncology and Gastroenterology outcomes for Roger Ramos and Lindsay Peterson,True,True,with_pii,"['59b7de4b-dbbc-4e37-86e0-90313eccd90a', 'f143e545-6e6b-44b9-87ef-2ba8b45a6ab3']",2,406
nopii_0417,What are the latest guidelines for hand hygiene compliance?,False,False,without_pii,[],0,407
nopii_0086,What training is needed for new electronic health record system?,False,False,without_pii,[],0,408
nopii_0207,What staffing ratios are required for different units?,False,False,without_pii,[],0,409
pii_0218,Send consultation request to Dr. Dr. Rachel Nguyen for patient Amy Fritz,True,True,with_pii,['f773e927-58d6-4943-a0e5-e2f9e810c030'],1,410
pii_0271,Prepare discharge instructions for Dean Medina (Blood Type: AB-),True,True,with_pii,['82de9e73-3005-4231-b33c-bb95ebdeaaf9'],1,411
nopii_0276,Create simulation scenarios for emergency department training,False,False,without_pii,[],0,412
pii_0059,Access the emergency contact Samantha Cooper (3234589377) for patient Jacob Shah,True,True,with_pii,['4d9bd420-2b7c-4de7-9ed2-9e43f7f1e4dd'],1,413
nopii_0344,What are the latest guidelines for hand hygiene compliance?,False,False,without_pii,[],0,414
pii_0224,Check drug interactions for Ryan Cortez with current medication Gadolinium,True,True,with_pii,['d1fbc164-2fc9-41de-9cb2-7402ff2abdf7'],1,415
pii_0345,Process family admission: David Duran (SSN: 002-85-8890) and John Cruz (SSN: 674-14-9034),True,True,with_pii,"['fcf56188-d32e-4dcd-83bc-9478dd6ac7b8', '8e3898b3-3833-45b8-af6e-8679b306604b']",2,416
pii_0481,Refill authorization needed for Curtis Sanders (Phone: 001-230-241-6624x11186) for Escitalopram,True,True,with_pii,['bd5bfece-dbd0-4d57-8e07-d8fc83b1c1ec'],1,417
pii_0279,Contact Ashley Peterson at ashley758@aol.com about their upcoming procedure,True,True,with_pii,['9abbe46b-b205-4cec-89f7-369fe4c1d210'],1,418
nopii_0464,Design workshops on cultural competency in healthcare,False,False,without_pii,[],0,419
nopii_0103,Review Medicare documentation requirements for billing,False,True,without_pii,[],0,420
pii_0069,Request second opinion for Nicole Thompson (Age: 73) regarding I50.9,True,True,with_pii,['250768f2-ba0e-4d56-a045-1dbd1835e89b'],1,421
